letter;count
A;68
B;128
C;109
D;73
E;33
F;34
G;53
H;55
I;20
J;37
K;78
L;46
M;80
N;55
O;27
P;121
Q;5
R;44
S;141
T;75
U;10
V;39
W;57
X;1
Y;19
Z;37
