letter;count
A;0
B;8
C;6
D;5
E;4
F;2
G;9
H;4
I;2
J;3
K;4
L;3
M;7
N;0
O;0
P;32
Q;0
R;2
S;10
T;1
U;0
V;1
W;0
X;1
Y;1
Z;0
