letter;count
A;64
B;112
C;146
D;58
E;132
F;62
G;47
H;57
I;20
J;28
K;52
L;40
M;251
N;86
O;107
P;111
Q;24
R;82
S;153
T;66
U;39
V;39
W;38
X;0
Y;12
Z;4
