letter;count
A;3186
B;4710
C;9042
D;1844
E;1590
F;2322
G;2549
H;3339
I;1075
J;1111
K;2911
L;2721
M;5190
N;2374
O;1737
P;6532
Q;286
R;2697
S;10530
T;3569
U;487
V;1598
W;2248
X;97
Y;396
Z;533
