letter;count
A;166
B;302
C;544
D;183
E;116
F;205
G;184
H;227
I;69
J;60
K;198
L;150
M;358
N;158
O;135
P;341
Q;51
R;195
S;651
T;277
U;52
V;81
W;233
X;9
Y;47
Z;30
