letter;count
A;11
B;13
C;24
D;6
E;15
F;8
G;10
H;14
I;6
J;2
K;7
L;8
M;48
N;16
O;3
P;14
Q;0
R;7
S;52
T;17
U;4
V;5
W;6
X;0
Y;3
Z;0
