letter;count
A;467
B;760
C;1419
D;370
E;307
F;361
G;356
H;508
I;162
J;204
K;344
L;427
M;1013
N;392
O;243
P;885
Q;46
R;375
S;2204
T;530
U;146
V;292
W;313
X;13
Y;100
Z;104
