letter;count
A;17
B;35
C;36
D;16
E;10
F;22
G;10
H;16
I;12
J;6
K;22
L;18
M;48
N;12
O;14
P;42
Q;1
R;15
S;41
T;18
U;4
V;5
W;11
X;0
Y;5
Z;2
