letter;count
A;106
B;171
C;262
D;137
E;33
F;74
G;74
H;106
I;28
J;33
K;82
L;72
M;242
N;102
O;44
P;210
Q;12
R;91
S;312
T;183
U;17
V;58
W;42
X;15
Y;12
Z;27
