letter;count
A;2
B;5
C;6
D;5
E;2
F;0
G;1
H;2
I;1
J;1
K;5
L;1
M;12
N;0
O;0
P;2
Q;0
R;1
S;6
T;3
U;3
V;0
W;0
X;0
Y;0
Z;1
