letter;count
A;708
B;1061
C;3091
D;517
E;545
F;458
G;647
H;847
I;347
J;241
K;672
L;459
M;1410
N;547
O;459
P;1294
Q;41
R;596
S;4655
T;869
U;176
V;326
W;373
X;5
Y;39
Z;101
