letter;count
A;7
B;9
C;4
D;1
E;2
F;3
G;4
H;4
I;1
J;5
K;4
L;9
M;6
N;3
O;4
P;7
Q;0
R;4
S;11
T;10
U;2
V;1
W;6
X;0
Y;1
Z;1
