letter;count
A;19
B;36
C;53
D;14
E;12
F;16
G;25
H;8
I;7
J;12
K;17
L;7
M;45
N;11
O;11
P;17
Q;1
R;9
S;41
T;15
U;4
V;7
W;14
X;0
Y;0
Z;7
