letter;count
A;39
B;52
C;69
D;16
E;35
F;30
G;31
H;43
I;9
J;21
K;34
L;28
M;80
N;23
O;13
P;50
Q;0
R;18
S;98
T;38
U;12
V;20
W;15
X;0
Y;8
Z;3
