letter;count
A;1
B;2
C;4
D;2
E;1
F;4
G;2
H;4
I;0
J;1
K;2
L;2
M;8
N;2
O;0
P;6
Q;0
R;0
S;8
T;1
U;0
V;1
W;1
X;0
Y;1
Z;0
