letter;count
A;47
B;97
C;105
D;47
E;42
F;29
G;38
H;47
I;9
J;15
K;46
L;32
M;226
N;67
O;19
P;67
Q;3
R;47
S;155
T;88
U;24
V;26
W;28
X;2
Y;13
Z;3
