letter;count
A;67
B;136
C;166
D;65
E;83
F;81
G;173
H;88
I;27
J;27
K;64
L;74
M;335
N;79
O;44
P;98
Q;13
R;58
S;174
T;100
U;19
V;21
W;68
X;0
Y;18
Z;10
