letter;count
A;36
B;14
C;33
D;6
E;4
F;3
G;11
H;13
I;8
J;2
K;11
L;12
M;18
N;16
O;3
P;36
Q;1
R;9
S;48
T;20
U;4
V;3
W;14
X;0
Y;4
Z;8
