letter;count
A;16
B;21
C;22
D;10
E;8
F;10
G;5
H;9
I;1
J;2
K;8
L;3
M;42
N;10
O;2
P;14
Q;2
R;6
S;28
T;10
U;6
V;6
W;5
X;0
Y;2
Z;2
